#Seq	Imp_val	m_sum_neg	c_neg	m_sum_all	m_sum_nzr	Mag	c_nzr	c_all	m_max	s_min	m_sdv_neg	s_sdv_neg	m_avg_neg	s_avg_neg	s_sdv_nzr	m_sdv_all	s_sdv_all	s_avg_nzr	m_avg_nzr	s_avg_all	Sc	m_avg_all	m_sum_pos	c_pos	m_min	s_max	m_sdv_pos	s_sdv_pos	m_avg_pos	s_avg_pos	m_sdv_nzr
7001	0	1.20	2	1.20	1.20	1.2	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.93
7002	0	0.80	3	1.10	1.10	1.4	4	5	0.30	-0.30	0.27	0.27	0.27	-0.27	0.28	0.25	0.25	-0.12	0.28	-0.10	-0.1	0.22	0.30	1	0.00	0.30	0.30	0.30	0.30	0.30	0.56
7003	0	0.50	1	2.30	2.30	2.6	6	7	0.80	-0.50	0.50	0.50	0.50	-0.50	0.45	0.42	0.42	0.22	0.38	0.19	0.2	0.33	1.80	5	0.00	0.80	0.44	0.44	0.36	0.36	0.55
7004	0	1.70	3	1.70	1.70	1.9	3	3	0.70	-0.70	0.58	0.58	0.57	-0.57	0.58	0.58	0.58	-0.57	0.57	-0.57	-0.6	0.57	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.72
7005	0	0.00	0	0.10	0.10	0.1	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.85
7006	0	0.00	0	0.50	0.50	0.6	2	2	0.40	0.10	0.00	0.00	0.00	0.00	0.29	0.29	0.29	0.25	0.25	0.25	0.3	0.25	0.50	2	0.10	0.40	0.29	0.29	0.25	0.25	0.72
7007	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7011	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.61
7012	0	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	0.93
7013	0	1.40	3	1.60	1.60	1.9	5	5	0.80	-0.80	0.53	0.53	0.47	-0.47	0.41	0.41	0.41	-0.24	0.32	-0.24	-0.2	0.32	0.20	2	0.10	0.10	0.10	0.10	0.10	0.10	0.60
7014	0	0.70	2	0.70	0.70	0.8	2	2	0.40	-0.40	0.35	0.35	0.35	-0.35	0.35	0.35	0.35	-0.35	0.35	-0.35	-0.4	0.35	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.65
7015	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.95
7016	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.02
7017	0	0.10	1	0.10	0.10	0.2	1	2	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.07	0.07	-0.10	0.10	-0.05	-0.1	0.05	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.01
7019	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.22
7020	0	0.00	0	0.20	0.20	0.3	1	2	0.20	0.00	0.00	0.00	0.00	0.00	0.20	0.14	0.14	0.20	0.20	0.10	0.1	0.10	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	1.12
7021	0	0.80	1	0.80	0.80	0.9	1	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.57	0.57	-0.80	0.80	-0.40	-0.3	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.33
7022	0	0.00	0	0.30	0.30	0.3	1	2	0.30	0.00	0.00	0.00	0.00	0.00	0.30	0.21	0.21	0.30	0.30	0.15	0.1	0.15	0.30	1	0.00	0.30	0.30	0.30	0.30	0.30	1.19
7023	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.41
7024	0	0.00	0	0.10	0.10	0.2	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0.1	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	1.19
7025	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7026	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.50
7027	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	0.99
7028	0	0.00	0	0.50	0.50	0.6	2	2	0.30	0.20	0.00	0.00	0.00	0.00	0.25	0.25	0.25	0.25	0.25	0.25	0.3	0.25	0.50	2	0.20	0.30	0.25	0.25	0.25	0.25	0.75
7029	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.05
7030	0	0.00	0	0.30	0.30	0.4	2	3	0.20	0.00	0.00	0.00	0.00	0.00	0.16	0.13	0.13	0.15	0.15	0.10	0.1	0.10	0.30	2	0.00	0.20	0.16	0.16	0.15	0.15	0.74
7031	0	0.10	1	0.20	0.20	0.3	2	3	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.08	0.08	0.00	0.10	0.00	0	0.07	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.62
7033	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.02
7034	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	1.02
7035	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	1.03
7036	0	1.90	4	1.90	1.90	2.1	4	4	0.60	-0.60	0.49	0.49	0.48	-0.48	0.49	0.49	0.49	-0.48	0.48	-0.48	-0.5	0.48	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.70
7037	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.09
7038	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	1.09
7039	0	0.50	2	0.50	0.50	0.5	2	2	0.40	-0.40	0.29	0.29	0.25	-0.25	0.29	0.29	0.29	-0.25	0.25	-0.25	-0.2	0.25	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.79
7042	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.89
7043	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.02
7044	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.13
7045	0	0.60	2	0.60	0.60	0.8	2	3	0.40	-0.40	0.32	0.32	0.30	-0.30	0.32	0.26	0.26	-0.30	0.30	-0.20	-0.2	0.20	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.81
7046	0	0.70	2	1.40	1.40	1.7	5	5	0.50	-0.50	0.38	0.38	0.35	-0.35	0.30	0.30	0.30	0.00	0.28	0.00	0	0.28	0.70	3	0.20	0.30	0.24	0.24	0.23	0.23	0.50
7047	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.87
7048	0	0.00	0	0.70	0.70	0.7	2	2	0.60	0.10	0.00	0.00	0.00	0.00	0.43	0.43	0.43	0.35	0.35	0.35	0.3	0.35	0.70	2	0.10	0.60	0.43	0.43	0.35	0.35	0.79
7049	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.91
7050	0	1.20	3	1.30	1.30	1.5	4	4	0.60	-0.60	0.45	0.45	0.40	-0.40	0.40	0.40	0.40	-0.28	0.32	-0.28	-0.3	0.32	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.62
7052	0	1.10	2	1.10	1.10	1.2	2	3	0.80	-0.80	0.60	0.60	0.55	-0.55	0.60	0.49	0.49	-0.55	0.55	-0.37	-0.3	0.37	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.90
7053	0	0.40	2	1.00	1.00	1.1	4	4	0.50	-0.30	0.22	0.22	0.20	-0.20	0.30	0.30	0.30	0.05	0.25	0.05	0	0.25	0.60	2	0.10	0.50	0.36	0.36	0.30	0.30	0.56
7054	0	0.10	1	0.70	0.70	0.8	2	3	0.60	-0.10	0.10	0.10	0.10	-0.10	0.43	0.35	0.35	0.25	0.35	0.17	0.1	0.23	0.60	1	0.00	0.60	0.60	0.60	0.60	0.60	0.68
7055	0	1.00	2	1.00	1.00	1.1	2	3	0.70	-0.70	0.54	0.54	0.50	-0.50	0.54	0.44	0.44	-0.50	0.50	-0.33	-0.3	0.33	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.79
7056	0	0.60	1	0.80	0.80	0.8	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.45	0.45	0.45	-0.20	0.40	-0.20	-0.2	0.40	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.77
7057	0	1.10	2	1.20	1.20	1.3	3	3	0.80	-0.80	0.60	0.60	0.55	-0.55	0.50	0.50	0.50	-0.33	0.40	-0.33	-0.3	0.40	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.71
7058	0	1.20	3	1.20	1.20	1.3	3	3	0.60	-0.60	0.45	0.45	0.40	-0.40	0.45	0.45	0.45	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.67
7059	0	1.10	2	1.20	1.20	1.2	3	3	0.60	-0.60	0.55	0.55	0.55	-0.55	0.45	0.45	0.45	-0.33	0.40	-0.33	-0.3	0.40	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.65
7060	0	0.40	1	0.50	0.50	0.6	2	3	0.40	-0.40	0.40	0.40	0.40	-0.40	0.29	0.24	0.24	-0.15	0.25	-0.10	0	0.17	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.64
7061	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.94
7062	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	1.05
7063	0	0.60	1	0.70	0.70	0.8	2	3	0.60	-0.60	0.60	0.60	0.60	-0.60	0.43	0.35	0.35	-0.25	0.35	-0.17	-0.1	0.23	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.84
7064	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.92
7065	0	1.40	2	1.40	1.40	1.4	2	2	0.80	-0.80	0.71	0.71	0.70	-0.70	0.71	0.71	0.71	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.98
7067	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.09
7069	0	0.70	1	0.80	0.80	0.9	2	3	0.70	-0.70	0.70	0.70	0.70	-0.70	0.50	0.41	0.41	-0.30	0.40	-0.20	-0.2	0.27	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.77
7070	0	0.10	1	0.40	0.40	0.5	3	4	0.20	-0.10	0.10	0.10	0.10	-0.10	0.14	0.12	0.12	0.07	0.13	0.05	0	0.10	0.30	2	0.00	0.20	0.16	0.16	0.15	0.15	0.53
7071	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	0.94
7072	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7073	0	0.00	0	0.00	0.00	0.1	0	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7074	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7075	0	0.50	1	1.10	1.10	1.2	2	2	0.60	-0.50	0.50	0.50	0.50	-0.50	0.55	0.55	0.55	0.05	0.55	0.05	0	0.55	0.60	1	0.50	0.60	0.60	0.60	0.60	0.60	0.55
7076	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.96
7077	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.00
7078	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.02
7079	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	1.01
7080	0	0.60	3	0.60	0.60	0.7	3	3	0.40	-0.40	0.24	0.24	0.20	-0.20	0.24	0.24	0.24	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.63
7082	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.14
7083	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.23
7084	0	1.20	2	1.70	1.70	1.9	4	4	0.60	-0.60	0.60	0.60	0.60	-0.60	0.46	0.46	0.46	-0.17	0.42	-0.17	-0.1	0.42	0.50	2	0.20	0.30	0.25	0.25	0.25	0.25	0.72
7085	0	0.70	2	0.70	0.70	0.8	2	2	0.50	-0.50	0.38	0.38	0.35	-0.35	0.38	0.38	0.38	-0.35	0.35	-0.35	-0.4	0.35	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.71
7086	0	0.50	3	1.70	1.70	1.9	7	7	0.50	-0.30	0.19	0.19	0.17	-0.17	0.29	0.29	0.29	0.10	0.24	0.10	0	0.24	1.20	4	0.10	0.50	0.34	0.34	0.30	0.30	0.43
7087	0	0.00	0	1.00	1.00	1	3	3	0.40	0.20	0.00	0.00	0.00	0.00	0.35	0.35	0.35	0.33	0.33	0.33	0.3	0.33	1.00	3	0.20	0.40	0.35	0.35	0.33	0.33	0.51
7088	0	0.30	1	0.90	0.90	1	3	5	0.50	-0.30	0.30	0.30	0.30	-0.30	0.34	0.26	0.26	0.10	0.30	0.06	0	0.18	0.60	2	0.00	0.50	0.36	0.36	0.30	0.30	0.54
7089	0	0.00	0	1.00	1.00	1.1	2	2	0.70	0.30	0.00	0.00	0.00	0.00	0.54	0.54	0.54	0.50	0.50	0.50	0.5	0.50	1.00	2	0.30	0.70	0.54	0.54	0.50	0.50	0.75
7090	0	0.60	1	0.70	0.70	0.7	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.43	0.43	0.43	-0.25	0.35	-0.25	-0.2	0.35	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.75
7091	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.95
7092	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	1.00
7093	0	0.00	0	0.60	0.60	0.8	2	3	0.40	0.00	0.00	0.00	0.00	0.00	0.32	0.26	0.26	0.30	0.30	0.20	0.2	0.20	0.60	2	0.00	0.40	0.32	0.32	0.30	0.30	0.77
7094	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.97
7095	0	0.60	1	0.70	0.70	0.8	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.43	0.43	0.43	-0.25	0.35	-0.25	-0.2	0.35	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.82
7097	0	0.10	1	0.20	0.20	0.2	2	2	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	0.00	0.10	0.00	0	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.74
7098	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	1.05
7099	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	1.03
7100	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.18
7101	0	0.50	1	0.50	0.50	0.6	1	2	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.35	0.35	-0.50	0.50	-0.25	-0.3	0.25	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.20
7102	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	1.10
7103	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.12
7104	0	1.10	3	1.50	1.50	1.6	6	6	0.70	-0.70	0.44	0.44	0.37	-0.37	0.33	0.33	0.33	-0.12	0.25	-0.12	-0.1	0.25	0.40	3	0.10	0.20	0.14	0.14	0.13	0.13	0.54
7105	0	0.40	1	0.60	0.60	0.8	3	4	0.40	-0.40	0.40	0.40	0.40	-0.40	0.24	0.21	0.21	-0.07	0.20	-0.05	0	0.15	0.20	2	0.00	0.10	0.10	0.10	0.10	0.10	0.49
7106	0	0.10	1	0.20	0.20	0.4	2	3	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.08	0.08	0.00	0.10	0.00	0	0.07	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.51
7107	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.74
7108	0	0.60	1	1.30	1.30	1.4	2	3	0.70	-0.60	0.60	0.60	0.60	-0.60	0.65	0.53	0.53	0.05	0.65	0.03	0	0.43	0.70	1	0.00	0.70	0.70	0.70	0.70	0.70	0.89
7109	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.12
7110	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7111	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.20
7113	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.78
7114	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.93
7115	0	0.10	1	0.10	0.10	0.1	1	2	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.07	0.07	-0.10	0.10	-0.05	0	0.05	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.97
7116	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.01
7117	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	1.17
7118	0	0.00	0	1.10	1.10	1.2	4	5	0.40	0.00	0.00	0.00	0.00	0.00	0.29	0.26	0.26	0.27	0.27	0.22	0.2	0.22	1.10	4	0.00	0.40	0.29	0.29	0.27	0.27	0.61
7120	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	1.14
7121	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	1.07
7122	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	1.08
7123	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.11
7124	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.07
7125	0	1.60	2	1.60	1.60	1.6	2	2	0.90	-0.90	0.81	0.81	0.80	-0.80	0.81	0.81	0.81	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.09
7128	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	1.20
7129	0	0.00	0	0.60	0.60	0.6	2	2	0.50	0.10	0.00	0.00	0.00	0.00	0.36	0.36	0.36	0.30	0.30	0.30	0.3	0.30	0.60	2	0.10	0.50	0.36	0.36	0.30	0.30	0.85
7130	0	2.50	5	3.50	3.50	3.8	7	9	0.80	-0.80	0.57	0.57	0.50	-0.50	0.57	0.51	0.51	-0.21	0.50	-0.17	-0.1	0.39	1.00	2	0.00	0.80	0.58	0.58	0.50	0.50	0.67
