#Seq	Imp_val	m_sum_neg	c_neg	m_sum_all	m_sum_nzr	Mag	c_nzr	c_all	m_max	s_min	m_sdv_neg	s_sdv_neg	m_avg_neg	s_avg_neg	s_sdv_nzr	m_sdv_all	s_sdv_all	s_avg_nzr	m_avg_nzr	s_avg_all	Sc	m_avg_all	m_sum_pos	c_pos	m_min	s_max	m_sdv_pos	s_sdv_pos	m_avg_pos	s_avg_pos	m_sdv_nzr
8560	0	0.00	0	0.00	0.00	0.1	0	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8561	0	0.30	1	0.80	0.80	0.9	2	2	0.50	-0.30	0.30	0.30	0.30	-0.30	0.41	0.41	0.41	0.10	0.40	0.10	0	0.40	0.50	1	0.30	0.50	0.50	0.50	0.50	0.50	0.41
8562	0	0.20	1	0.30	0.30	0.4	2	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.16	0.16	0.16	-0.05	0.15	-0.05	0	0.15	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.48
8563	0	0.00	0	0.50	0.50	0.5	2	3	0.30	0.00	0.00	0.00	0.00	0.00	0.25	0.21	0.21	0.25	0.25	0.17	0.1	0.17	0.50	2	0.00	0.30	0.25	0.25	0.25	0.25	0.55
8564	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.96
8565	0	1.10	2	1.10	1.10	1.3	2	3	0.60	-0.60	0.55	0.55	0.55	-0.55	0.55	0.45	0.45	-0.55	0.55	-0.37	-0.4	0.37	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.88
8567	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.16
8568	0	1.70	3	2.50	2.50	2.9	5	6	0.80	-0.80	0.62	0.62	0.57	-0.57	0.55	0.50	0.50	-0.18	0.50	-0.15	-0.1	0.42	0.80	2	0.00	0.40	0.40	0.40	0.40	0.40	0.73
8570	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.35
8571	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.35
8572	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.31
8573	0	0.70	1	0.70	0.70	0.7	1	2	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.49	0.49	-0.70	0.70	-0.35	-0.3	0.35	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.34
8574	0	0.10	1	0.30	0.30	0.4	3	3	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	0.03	0.10	0.03	0	0.10	0.20	2	0.10	0.10	0.10	0.10	0.10	0.10	0.68
8575	0	0.70	2	0.70	0.70	0.7	2	2	0.50	-0.50	0.38	0.38	0.35	-0.35	0.38	0.38	0.38	-0.35	0.35	-0.35	-0.3	0.35	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.70
8576	0	0.60	2	0.60	0.60	0.7	2	2	0.50	-0.50	0.36	0.36	0.30	-0.30	0.36	0.36	0.36	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.69
8577	0	1.20	2	1.80	1.80	1.9	3	3	0.80	-0.80	0.63	0.63	0.60	-0.60	0.62	0.62	0.62	-0.20	0.60	-0.20	-0.2	0.60	0.60	1	0.40	0.60	0.60	0.60	0.60	0.60	0.79
8580	0	0.60	3	1.40	1.40	1.6	5	6	0.70	-0.40	0.24	0.24	0.20	-0.20	0.37	0.34	0.34	0.04	0.28	0.03	0	0.23	0.80	2	0.00	0.70	0.50	0.50	0.40	0.40	0.54
8581	0	2.20	3	2.70	2.70	2.8	4	4	0.90	-0.90	0.77	0.77	0.73	-0.73	0.71	0.71	0.71	-0.43	0.67	-0.43	-0.4	0.67	0.50	1	0.40	0.50	0.50	0.50	0.50	0.50	0.80
8582	0	0.90	1	0.90	0.90	1	1	3	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.52	0.52	-0.90	0.90	-0.30	-0.2	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.27
8583	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.23
8584	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.26
8585	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	1.14
8586	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	1.23
8587	0	0.00	0	1.00	1.00	1.1	2	2	0.80	0.20	0.00	0.00	0.00	0.00	0.58	0.58	0.58	0.50	0.50	0.50	0.5	0.50	1.00	2	0.20	0.80	0.58	0.58	0.50	0.50	0.98
8588	0	0.60	1	0.90	0.90	0.9	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.47	0.47	0.47	-0.15	0.45	-0.15	-0.1	0.45	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.84
8589	0	0.80	1	1.00	1.00	1.2	2	4	0.80	-0.80	0.80	0.80	0.80	-0.80	0.58	0.41	0.41	-0.30	0.50	-0.15	-0.1	0.25	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.87
8590	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.98
8591	0	0.30	1	0.80	0.80	0.8	2	2	0.50	-0.30	0.30	0.30	0.30	-0.30	0.41	0.41	0.41	0.10	0.40	0.10	0.1	0.40	0.50	1	0.30	0.50	0.50	0.50	0.50	0.50	0.81
8592	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.21
8593	0	2.60	4	3.70	3.70	4	7	8	0.80	-0.80	0.66	0.66	0.65	-0.65	0.57	0.53	0.53	-0.21	0.53	-0.19	-0.2	0.46	1.10	3	0.00	0.60	0.42	0.42	0.37	0.37	0.70
8594	0	0.40	2	0.40	0.40	0.6	2	4	0.30	-0.30	0.22	0.22	0.20	-0.20	0.22	0.16	0.16	-0.20	0.20	-0.10	-0.1	0.10	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.63
8595	0	0.10	1	0.10	0.10	0.2	1	2	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.07	0.07	-0.10	0.10	-0.05	0	0.05	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.80
8596	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.27
8597	0	3.20	5	3.20	3.20	3.4	5	6	0.90	-0.90	0.67	0.67	0.64	-0.64	0.67	0.61	0.61	-0.64	0.64	-0.53	-0.5	0.53	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.84
8598	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.09
8599	0	0.30	2	0.30	0.30	0.3	2	2	0.20	-0.20	0.16	0.16	0.15	-0.15	0.16	0.16	0.16	-0.15	0.15	-0.15	-0.1	0.15	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.76
8600	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.18
8602	0	1.50	2	1.70	1.70	1.8	3	3	0.90	-0.90	0.76	0.76	0.75	-0.75	0.64	0.64	0.64	-0.43	0.57	-0.43	-0.4	0.57	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.88
8603	0	1.00	3	2.20	2.20	2.4	7	8	0.70	-0.70	0.42	0.42	0.33	-0.33	0.37	0.35	0.35	0.03	0.31	0.03	0	0.27	1.20	4	0.00	0.50	0.33	0.33	0.30	0.30	0.52
8604	0	0.00	0	0.00	0.00	0	0	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8605	0	1.10	3	1.60	1.60	2	5	6	0.50	-0.50	0.38	0.38	0.37	-0.37	0.33	0.31	0.31	-0.12	0.32	-0.10	-0.1	0.27	0.50	2	0.00	0.30	0.25	0.25	0.25	0.25	0.33
8607	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.10
8609	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.30
8610	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.24
8611	0	0.00	0	0.20	0.20	0.2	2	2	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.20	2	0.10	0.10	0.10	0.10	0.10	0.10	0.79
8612	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.20
8613	0	0.40	1	0.70	0.70	0.7	2	2	0.40	-0.40	0.40	0.40	0.40	-0.40	0.35	0.35	0.35	-0.05	0.35	-0.05	0	0.35	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.85
8614	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.97
8616	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.92
8617	0	0.00	0	1.30	1.30	1.5	3	5	0.80	0.00	0.00	0.00	0.00	0.00	0.52	0.40	0.40	0.43	0.43	0.26	0.3	0.26	1.30	3	0.00	0.80	0.52	0.52	0.43	0.43	0.76
8618	0	0.50	2	0.90	0.90	1.1	4	4	0.30	-0.30	0.25	0.25	0.25	-0.25	0.24	0.24	0.24	-0.02	0.22	-0.02	0	0.22	0.40	2	0.10	0.30	0.22	0.22	0.20	0.20	0.50
8619	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.07
8620	0	0.60	1	0.70	0.70	0.8	2	4	0.60	-0.60	0.60	0.60	0.60	-0.60	0.43	0.30	0.30	-0.25	0.35	-0.12	-0.1	0.17	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.85
8621	0	2.20	3	2.20	2.20	2.3	3	3	0.90	-0.90	0.75	0.75	0.73	-0.73	0.75	0.75	0.75	-0.73	0.73	-0.73	-0.7	0.73	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.92
8622	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.97
8623	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8624	0	0.00	0	0.80	0.80	0.9	2	3	0.70	0.00	0.00	0.00	0.00	0.00	0.50	0.41	0.41	0.40	0.40	0.27	0.3	0.27	0.80	2	0.00	0.70	0.50	0.50	0.40	0.40	0.50
8625	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.87
8626	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	1.01
8627	0	0.00	0	0.10	0.10	0.2	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	1.01
8629	0	0.80	1	1.00	1.00	1.1	2	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.58	0.58	0.58	-0.30	0.50	-0.30	-0.3	0.50	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.93
8630	0	1.80	2	1.80	1.80	1.9	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.13
8631	0	0.70	2	0.70	0.70	0.7	2	2	0.50	-0.50	0.38	0.38	0.35	-0.35	0.38	0.38	0.38	-0.35	0.35	-0.35	-0.3	0.35	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.84
8632	0	1.60	2	1.60	1.60	1.6	2	2	0.90	-0.90	0.81	0.81	0.80	-0.80	0.81	0.81	0.81	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.03
8633	0	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	1.13
8634	0	0.10	1	0.60	0.60	0.7	2	2	0.50	-0.10	0.10	0.10	0.10	-0.10	0.36	0.36	0.36	0.20	0.30	0.20	0.2	0.30	0.50	1	0.10	0.50	0.50	0.50	0.50	0.50	0.83
8635	0	0.20	1	0.40	0.40	0.5	2	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	0.00	0.20	0.00	0	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.68
8636	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.15
8637	0	0.10	1	0.20	0.20	0.3	2	2	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	0.00	0.10	0.00	0	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.76
8638	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.96
8639	0	0.10	1	0.90	0.90	1.1	3	5	0.50	-0.10	0.10	0.10	0.10	-0.10	0.34	0.26	0.26	0.23	0.30	0.14	0.1	0.18	0.80	2	0.00	0.50	0.41	0.41	0.40	0.40	0.66
8640	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.87
8641	0	0.80	1	0.80	0.80	0.9	1	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.57	0.57	-0.80	0.80	-0.40	-0.4	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.23
8642	0	0.70	1	1.10	1.10	1.2	2	2	0.70	-0.70	0.70	0.70	0.70	-0.70	0.57	0.57	0.57	-0.15	0.55	-0.15	-0.1	0.55	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.97
8643	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.03
8644	0	1.30	3	1.30	1.30	1.4	3	3	0.90	-0.90	0.54	0.54	0.43	-0.43	0.54	0.54	0.54	-0.43	0.43	-0.43	-0.4	0.43	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.80
8645	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.94
8646	0	0.90	3	0.90	0.90	1	3	3	0.40	-0.40	0.33	0.33	0.30	-0.30	0.33	0.33	0.33	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.65
8647	0	1.10	2	1.80	1.80	2	5	5	0.60	-0.60	0.55	0.55	0.55	-0.55	0.40	0.40	0.40	-0.08	0.36	-0.08	0	0.36	0.70	3	0.10	0.40	0.26	0.26	0.23	0.23	0.54
8648	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.95
8649	0	1.20	2	1.70	1.70	2.1	5	6	0.80	-0.80	0.63	0.63	0.60	-0.60	0.42	0.39	0.39	-0.14	0.34	-0.12	0	0.28	0.50	3	0.00	0.20	0.17	0.17	0.17	0.17	0.61
8650	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.19
8651	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.13
8652	0	2.20	6	2.90	2.90	3.3	8	10	0.80	-0.80	0.45	0.45	0.37	-0.37	0.43	0.38	0.38	-0.19	0.36	-0.15	-0.1	0.29	0.70	2	0.00	0.40	0.35	0.35	0.35	0.35	0.57
8653	0	0.80	3	0.80	0.80	0.9	3	5	0.30	-0.30	0.27	0.27	0.27	-0.27	0.27	0.21	0.21	-0.27	0.27	-0.16	-0.1	0.16	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.51
8654	0	0.40	1	0.50	0.50	0.5	2	2	0.40	-0.40	0.40	0.40	0.40	-0.40	0.29	0.29	0.29	-0.15	0.25	-0.15	-0.1	0.25	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.58
8656	0	0.60	1	0.80	0.80	0.8	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.45	0.45	0.45	-0.20	0.40	-0.20	-0.1	0.40	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.77
8657	0	0.90	1	0.90	0.90	0.9	1	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.64	0.64	-0.90	0.90	-0.45	-0.4	0.45	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.26
8658	0	0.00	0	0.70	0.70	0.7	1	1	0.70	0.70	0.00	0.00	0.00	0.00	0.70	0.70	0.70	0.70	0.70	0.70	0.7	0.70	0.70	1	0.70	0.70	0.70	0.70	0.70	0.70	1.32
8659	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8660	0	3.00	5	3.00	3.00	3.3	5	5	0.90	-0.90	0.64	0.64	0.60	-0.60	0.64	0.64	0.64	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.64
8661	0	0.90	2	1.00	1.00	1.2	3	4	0.70	-0.70	0.51	0.51	0.45	-0.45	0.42	0.37	0.37	-0.27	0.33	-0.20	-0.2	0.25	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.63
8662	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.89
8663	0	1.00	4	1.00	1.00	1.2	4	5	0.40	-0.40	0.27	0.27	0.25	-0.25	0.27	0.24	0.24	-0.25	0.25	-0.20	-0.2	0.20	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.54
8664	0	0.60	1	0.70	0.70	0.8	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.43	0.43	0.43	-0.25	0.35	-0.25	-0.2	0.35	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.68
8665	0	2.40	4	2.90	2.90	3.2	6	6	0.70	-0.70	0.60	0.60	0.60	-0.60	0.51	0.51	0.51	-0.32	0.48	-0.32	-0.3	0.48	0.50	2	0.20	0.30	0.25	0.25	0.25	0.25	0.61
8667	0	0.40	1	0.80	0.80	0.9	3	3	0.40	-0.40	0.40	0.40	0.40	-0.40	0.28	0.28	0.28	0.00	0.27	0.00	0	0.27	0.40	2	0.20	0.20	0.20	0.20	0.20	0.20	0.62
8668	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.82
8669	0	0.50	3	3.10	3.10	3.7	9	11	0.70	-0.30	0.19	0.19	0.17	-0.17	0.41	0.37	0.37	0.23	0.34	0.19	0.2	0.28	2.60	6	0.00	0.70	0.49	0.49	0.43	0.43	0.51
8670	0	0.70	2	0.70	0.70	0.7	2	2	0.50	-0.50	0.38	0.38	0.35	-0.35	0.38	0.38	0.38	-0.35	0.35	-0.35	-0.3	0.35	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.63
8671	0	0.90	2	0.90	0.90	0.9	2	2	0.70	-0.70	0.51	0.51	0.45	-0.45	0.51	0.51	0.51	-0.45	0.45	-0.45	-0.4	0.45	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.76
8672	0	2.00	4	2.20	2.20	2.4	5	5	0.80	-0.80	0.55	0.55	0.50	-0.50	0.50	0.50	0.50	-0.36	0.44	-0.36	-0.3	0.44	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.63
8673	0	0.70	2	0.70	0.70	0.8	2	2	0.40	-0.40	0.35	0.35	0.35	-0.35	0.35	0.35	0.35	-0.35	0.35	-0.35	-0.4	0.35	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.66
8674	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8675	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	0.80
8676	0	0.60	1	1.10	1.10	1.3	3	3	0.60	-0.60	0.60	0.60	0.60	-0.60	0.42	0.42	0.42	-0.03	0.37	-0.03	0	0.37	0.50	2	0.10	0.40	0.29	0.29	0.25	0.25	0.67
8677	0	1.50	2	1.50	1.50	1.5	2	2	0.80	-0.80	0.75	0.75	0.75	-0.75	0.75	0.75	0.75	-0.75	0.75	-0.75	-0.7	0.75	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	0.95
8679	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.25
8681	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.40
8682	0	0.40	2	0.40	0.40	0.5	2	3	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.16	0.16	-0.20	0.20	-0.13	-0.1	0.13	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.86
8683	0	1.20	2	1.20	1.20	1.3	2	4	0.90	-0.90	0.67	0.67	0.60	-0.60	0.67	0.47	0.47	-0.60	0.60	-0.30	-0.2	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.94
8684	0	0.60	2	1.20	1.20	1.4	4	4	0.50	-0.40	0.32	0.32	0.30	-0.30	0.34	0.34	0.34	-0.00	0.30	-0.00	0	0.30	0.60	2	0.10	0.50	0.36	0.36	0.30	0.30	0.59
8685	0	1.20	2	1.40	1.40	1.5	3	3	0.70	-0.70	0.61	0.61	0.60	-0.60	0.51	0.51	0.51	-0.33	0.47	-0.33	-0.3	0.47	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.68
8686	0	1.70	3	2.30	2.30	2.7	7	8	0.70	-0.70	0.60	0.60	0.57	-0.57	0.41	0.39	0.39	-0.16	0.33	-0.14	-0.1	0.29	0.60	4	0.00	0.30	0.17	0.17	0.15	0.15	0.52
